RPTG_SLS_MGMT_LVL_1,DELL_INDUSTRY_TAXONOMY_L1,ORG_USER_DEFINED_VALUE_113,emp_size,buy_power,decision_maker,clutser
NAMERICA,Education,T3,721.7922078,486717.5944,1,0
EMEA,"Banking, Financial Services & Insurance",T5,64.18581419,169031.0859,0,0
EMEA,"Banking, Financial Services & Insurance",T2,219.2277722,231442.3906,1,0
NAMERICA,Government,T1,155.4185814,4220237.688,0,0
LA,"Banking, Financial Services & Insurance",T1,2356.843157,1954591.071,0,0
CSB,Agriculture,T5,10.02797203,83267.30769,1,0
EMEA,Healthcare & Life Sciences,T5,1.879120879,76919.77822,1,0
NAMERICA,Education,T5,68.0979021,34608.2402,0,0
EMEA,Manufacturing,T5,26.25374625,50764.5035,0,0
NAMERICA,Retail,T1,2.04995005,5429251.949,1,0
EMEA,Energy,T2,1414.685315,500260.3157,1,0
EMEA,"Business, Engineering & Consumer Services",T1,2796.89011,10800988.51,1,0
EMEA,Education,T2,418.0819181,4511687.766,0,0
LA,Manufacturing,T3,1866.533467,696703.2967,0,0
CSB,"Business, Engineering & Consumer Services",T5,10.81818182,95445.25275,0,0
EMEA,Manufacturing,T1,39.66033966,2279063.493,0,0
EMEA,"Banking, Financial Services & Insurance",T3,31.94305694,622123.9452,1,0
NAMERICA,Government,T5,233.016983,98789.70902,1,0
APJ,Web & Tech,T1,9781.669331,1453575.063,0,0
NAMERICA,Healthcare & Life Sciences,T3,190.983017,490038.0545,1,0
NAMERICA,Education,T5,128.7512488,49448.05195,0,0
NAMERICA,Government,T5,118.8131868,116279.2227,1,0
LA,"Banking, Financial Services & Insurance",T1,13546.51748,128140.8591,0,0
Greater China,"Banking, Financial Services & Insurance",T1,377.022977,20223744.46,0,0
EMEA,"Business, Engineering & Consumer Services",T5,18.09190809,44811.3107,0,0
APJ,"Business, Engineering & Consumer Services",T2,5480.976024,280915.7628,1,0
NAMERICA,Retail,T5,111.6083916,64941.23614,0,0
CSB,"Telecom, Media & Entertainment",T5,144.5874126,44406.30569,1,0
EMEA,Agriculture,T3,32.61538462,170847.4054,0,0
NAMERICA,Manufacturing,T5,335.4995005,154384.6847,1,0
EMEA,"Telecom, Media & Entertainment",T1,7191.594406,59349.88711,1,0
Greater China,Energy,T1,3767.032967,2894626.13,1,0
EMEA,"Banking, Financial Services & Insurance",T5,44.51548452,929483.7195,0,0
NAMERICA,Healthcare & Life Sciences,T1,3.707292707,15280038.32,0,0
NAMERICA,Education,T1,263.4545455,231560.4396,1,0
NAMERICA,Manufacturing,T3,1.583416583,326994.5934,1,0
CSB,Agriculture,T5,1.665334665,154419.1808,0,0
NAMERICA,Web & Tech,T1,12596.60839,793069.019,0,0
NAMERICA,Education,T2,923.0769231,137459.3407,0,0
CSB,Construction & Real Estate,T5,11.19080919,6131590.393,1,0
LA,Manufacturing,T5,204.5054945,11366969.09,1,0
EMEA,Web & Tech,T5,98.15184815,20164.56388,0,0
APJ,Manufacturing,T1,1756.693307,2418376.661,0,0
NAMERICA,"Business, Engineering & Consumer Services",T5,231.5584416,110103.898,0,0
EMEA,Web & Tech,T1,74455.56643,1654122.078,1,0
NAMERICA,Education,T1,60264.06094,7789726.041,0,0
EMEA,Agriculture,T5,21.01498501,158621.1911,1,0
EMEA,"Banking, Financial Services & Insurance",T5,76698.7013,84466.18082,0,0
APJ,Healthcare & Life Sciences,T3,1.021978022,53919.74922,1,0
CSB,Agriculture,T5,13.94605395,139459.016,0,0
LA,Retail,T1,23174.62537,2402597.403,0,0
LA,Agriculture,T3,265.2347652,176478.1486,1,0
NAMERICA,Education,T1,662.8971029,577597.5377,1,0
CSB,Agriculture,T5,16321.07293,10585780.34,1,0
Greater China,"Banking, Financial Services & Insurance",T1,9585.414585,2044732.306,1,0
NAMERICA,Manufacturing,T1,2448.701299,4319115.884,1,0
NAMERICA,Education,T1,48122.24176,2342157.842,1,0
NAMERICA,Education,T1,2865.134865,1102237.762,1,0
APJ,Agriculture,T3,44.35564436,58895.97491,0,0
CSB,"Business, Engineering & Consumer Services",T5,7.257742258,40217.75624,1,0
NAMERICA,Healthcare & Life Sciences,T1,2.107892108,1405512.12,1,0
EMEA,Manufacturing,T5,55.16483516,37633.56643,0,0
APJ,Agriculture,T5,282.1178821,26041.05495,0,0
APJ,Government,T3,46.44155844,42383.1978,0,0
APJ,"Business, Engineering & Consumer Services",T1,525.0749251,1726323.676,0,0
NAMERICA,"Business, Engineering & Consumer Services",T2,14328.71129,15308712.91,0,0
LA,Construction & Real Estate,T3,410.8891109,286598.0751,0,0
CSB,Agriculture,T5,19.75024975,258705.986,1,0
EMEA,"Business, Engineering & Consumer Services",T2,2284.415584,2888531.469,1,0
APJ,Web & Tech,T3,2367.644356,2891156.269,0,0
EMEA,Construction & Real Estate,T2,2425.615385,980216.3723,0,0
NAMERICA,Healthcare & Life Sciences,T4,35.91608392,196760.3357,0,0
NAMERICA,"Telecom, Media & Entertainment",T5,219.6203796,207242.6224,1,0
NAMERICA,Transportation,T1,658.2217782,677212.3284,0,0
NAMERICA,"Business, Engineering & Consumer Services",T3,9.845154845,49497.34266,0,0
NAMERICA,Web & Tech,T3,4.537462537,386420.36,1,0
EMEA,Manufacturing,T4,454.6453546,447581.4186,1,0
APJ,Education,T3,32.57742258,638961.039,0,0
Greater China,Healthcare & Life Sciences,T3,71.50849151,59884.81518,0,0
CSB,Agriculture,T5,15.22477522,359154.5844,0,0
NAMERICA,Healthcare & Life Sciences,T5,1.064935065,49096.00553,0,0
Greater China,Retail,T3,136.3636364,104226.6134,0,0
Greater China,Manufacturing,T1,199.987013,25031.06494,0,0
APJ,"Banking, Financial Services & Insurance",T1,1086.913087,294605.3946,1,0
Greater China,Manufacturing,T1,263.5364635,32269.3986,0,0
EMEA,Agriculture,T1,1328.671329,5393000.425,1,0
APJ,Web & Tech,T1,92.15784216,199666.5704,0,0
NAMERICA,Education,T1,16395.5005,5994290.786,1,0
Greater China,Web & Tech,T5,158.4615385,10683570.05,0,0
EMEA,Manufacturing,T1,15890.13387,324798.6414,0,0
APJ,Retail,T3,12.32767233,119400.5994,1,0
NAMERICA,"Business, Engineering & Consumer Services",T2,1152.699301,1359821.607,1,0
EMEA,Manufacturing,T1,2379.362637,59542.15385,0,0
APJ,Agriculture,T3,16400.4036,1664201.379,0,0
NAMERICA,Web & Tech,T4,208.7412587,352401.4286,1,0
NAMERICA,Government,T1,213.986014,183736.2637,0,0
LA,"Banking, Financial Services & Insurance",T1,814.0609391,1420207.792,1,0
Greater China,Healthcare & Life Sciences,T1,707.1748252,368321.7283,0,0
APJ,Government,T1,1816.615385,7419364.371,0,0
CSB,"Business, Engineering & Consumer Services",T5,24.88411588,100610.989,0,0
EMEA,Agriculture,T5,10942.43756,194453.7443,0,0
Greater China,Healthcare & Life Sciences,T2,94.19380619,200435.9211,0,0
APJ,Manufacturing,T3,5254.745255,51549.82217,0,0
CSB,Retail,T5,53.07692308,95882.98358,0,0
Greater China,Manufacturing,T3,1524.875125,59864.98202,0,0
APJ,"Business, Engineering & Consumer Services",T1,241.7552448,2106168.531,0,0
EMEA,Agriculture,T2,1.032967033,580187.7736,1,0
NAMERICA,Manufacturing,T1,5.658341658,472987.013,1,0
NAMERICA,Retail,T2,3.334665335,18378043.76,0,0
NAMERICA,Government,T5,55.19480519,44249.40558,0,0
LA,Retail,T1,13516.04396,703846.1538,1,0
EMEA,Manufacturing,T4,409.2867133,80229.34965,0,0
NAMERICA,Government,T3,304.8951049,179485.7054,0,0
APJ,"Telecom, Media & Entertainment",T3,252.7472527,3961353.401,1,0
NAMERICA,Retail,T2,51.1988012,195914.3357,0,0
EMEA,"Business, Engineering & Consumer Services",T5,25.61938062,149671.3786,1,0
NAMERICA,Education,T1,2731.663337,2129442.158,1,0
APJ,Manufacturing,T3,909.7462537,1218975.412,0,0
Greater China,Manufacturing,T2,2047.952048,431603.7423,0,0
CSB,Construction & Real Estate,T5,8.841158841,198970.6743,1,0
EMEA,Education,T2,368.5314685,381524.7527,1,0
Greater China,Web & Tech,T1,549.0509491,834600.6903,1,0
NAMERICA,Government,T4,11.39460539,498320.1878,0,0
APJ,Manufacturing,T1,11379.02098,569916.951,1,0
NAMERICA,"Business, Engineering & Consumer Services",T5,1.072927073,196359.3387,1,0
NAMERICA,"Business, Engineering & Consumer Services",T1,21104.3956,253952.961,1,0
NAMERICA,Energy,T5,74.63036963,77604.99711,1,0
CSB,Web & Tech,T5,53.07692308,59655.4965,0,0
NAMERICA,Web & Tech,T4,3.038961039,437280.1575,0,0
NAMERICA,"Business, Engineering & Consumer Services",T3,675.5244755,62809.68018,0,0
EMEA,Retail,T1,1.727272727,194691.2727,1,0
Greater China,Web & Tech,T5,170.7292707,191228.6464,1,0
Greater China,Retail,T1,1754.245754,3642692.308,0,0
CSB,"Business, Engineering & Consumer Services",T5,21.93806194,68047.76823,0,0
NAMERICA,Manufacturing,T1,643.8561439,934025.974,1,0
NAMERICA,"Banking, Financial Services & Insurance",T1,53319.64835,41396285.31,0,0
NAMERICA,Healthcare & Life Sciences,T2,189.3506494,385035.9029,0,0
NAMERICA,"Business, Engineering & Consumer Services",T5,1.511488511,139914.1776,0,0
NAMERICA,Manufacturing,T5,401.8481518,254237.3556,1,0
NAMERICA,Manufacturing,T1,1284.839161,1583677.522,0,0
CSB,Agriculture,T5,4.417582418,193155.7443,1,0
APJ,Manufacturing,T1,654.5454545,2952662.5,1,0
EMEA,Agriculture,T5,8887.855145,10392161.84,0,0
NAMERICA,Government,T1,339.5974026,528028.0272,0,0
NAMERICA,Manufacturing,T5,65.27472527,115262.6231,1,0
NAMERICA,Government,T1,1555.244755,2178264.735,0,0
NAMERICA,Manufacturing,T5,188.9110889,194806.5934,0,0
Greater China,Education,T3,487.6123876,305016.2338,1,0
EMEA,"Business, Engineering & Consumer Services",T3,14297.82717,268436.7908,1,0
APJ,"Business, Engineering & Consumer Services",T3,15899.1009,15144.49358,0,0
NAMERICA,Government,T1,13000,14818857.79,0,0
EMEA,Government,T1,546.6533467,1223149.678,0,0
APJ,Manufacturing,T1,851.3036963,6918898.142,1,0
LA,Agriculture,T3,377.2227772,345228.3716,0,0
NAMERICA,"Banking, Financial Services & Insurance",T2,728.8051948,13722277.72,1,0
EMEA,"Banking, Financial Services & Insurance",T3,895.6053946,369141.6583,0,0
NAMERICA,Transportation,T3,884.6923077,742844.4466,1,0
NAMERICA,Government,T4,25.72427572,259336.8829,1,0
Greater China,Retail,T3,146.973027,76140.85914,0,0
EMEA,Agriculture,T5,16436.52348,151190.9451,1,0
NAMERICA,"Business, Engineering & Consumer Services",T5,52.67332667,160163.9185,1,0
EMEA,Agriculture,T5,396.9440559,10466060.87,1,0
EMEA,Retail,T1,5473.692308,180839.1449,0,0
EMEA,Healthcare & Life Sciences,T1,125.2527473,191576.3197,0,0
NAMERICA,Manufacturing,T2,388.7832168,211654.5455,0,0
APJ,Healthcare & Life Sciences,T3,476.3936064,203231.0084,1,0
Greater China,Web & Tech,T1,7137.862138,946249.5252,1,0
CSB,Agriculture,T5,1.986013986,148230.4545,1,0
EMEA,Manufacturing,T2,1864.769231,502160.7992,0,0
EMEA,"Telecom, Media & Entertainment",T3,120.6953047,224494.7053,1,0
CSB,Agriculture,T5,9.488511489,120547.1249,1,0
APJ,Manufacturing,T2,3681.618382,28956339.06,1,0
EMEA,Manufacturing,T1,14243.17483,191288.3497,0,0
CSB,Retail,T5,9.366633367,187615.6274,1,0
NAMERICA,"Business, Engineering & Consumer Services",T1,680.2597403,431145.6543,0,0
NAMERICA,Retail,T4,71.32867133,155361.6533,1,0
EMEA,Agriculture,T1,160.6143856,666833.1668,1,0
EMEA,Web & Tech,T1,32.10789211,142949.1708,1,0
LA,Manufacturing,T3,339.2607393,136780.02,0,0
CSB,Web & Tech,T5,1.56043956,20221.38462,0,0
NAMERICA,"Business, Engineering & Consumer Services",T3,91.55844156,409311.4945,0,0
EMEA,Retail,T1,2282.452547,1647692.308,1,0
Greater China,Education,T1,26.87312687,1050489.804,1,0
NAMERICA,Government,T1,11390.14585,5827818.168,0,0
NAMERICA,Manufacturing,T2,74.82517483,401767.8322,1,0
NAMERICA,Government,T5,124.7502498,17695.74479,0,0
NAMERICA,"Business, Engineering & Consumer Services",T3,575.3646354,862573.3966,1,0
NAMERICA,"Banking, Financial Services & Insurance",T4,72.77922078,97371.46753,0,0
NAMERICA,Energy,T1,836.6133866,1126551.948,1,0
LA,Manufacturing,T3,3040.959041,453566.7333,1,0
NAMERICA,Retail,T3,199.8001998,354266.2018,0,0
NAMERICA,"Business, Engineering & Consumer Services",T5,83.52447552,98711.09105,1,0
APJ,Transportation,T1,4595.153846,2252494.505,1,0
EMEA,Retail,T3,18.84115884,604755.2448,1,0
NAMERICA,Government,T5,59.45954046,35014.28571,0,0
APJ,Retail,T1,9108.587413,2038851.189,1,0
LA,Agriculture,T5,1705.094905,13032.67057,0,0
EMEA,"Telecom, Media & Entertainment",T5,951.962038,14485.13333,1,0
APJ,"Business, Engineering & Consumer Services",T5,1914.653347,1206276.02,1,0
CSB,Agriculture,T5,11.85714286,34341.35664,1,0
LA,Web & Tech,T1,917.1728272,12339890.11,0,0
NAMERICA,Government,T1,678.3716284,1211570.757,1,0
CSB,"Business, Engineering & Consumer Services",T5,54.77922078,23770.26174,1,0
APJ,Government,T1,2689.81019,2428229.454,1,0
Greater China,Education,T2,1350.649351,222938.1818,0,0
NAMERICA,"Banking, Financial Services & Insurance",T3,57.69230769,462106.6214,1,0
CSB,Web & Tech,T5,36.83916084,85499.82917,1,0
NAMERICA,Education,T5,74.83516484,181811.2557,1,0
EMEA,Manufacturing,T5,399.6503497,43872.53133,1,0
CSB,"Telecom, Media & Entertainment",T5,3.431568432,254198.5175,1,0
EMEA,Government,T3,1.914085914,22625.43215,0,0
Greater China,Manufacturing,T1,6602.107892,279601.8132,1,0
NAMERICA,Healthcare & Life Sciences,T1,261.0839161,932527.28,0,0
CSB,"Business, Engineering & Consumer Services",T5,8.151848152,12563209.41,1,0
Greater China,Manufacturing,T1,597.9020979,102151.8072,1,0
APJ,Web & Tech,T1,10.34865135,1452547.453,1,0
EMEA,Government,T1,5840.233766,1779703.337,1,0
EMEA,Healthcare & Life Sciences,T1,853.8961039,1802433.107,1,0
CSB,"Business, Engineering & Consumer Services",T5,36.81318681,104145.2308,1,0
NAMERICA,Government,T1,820.8791209,333780.5604,1,0
EMEA,"Banking, Financial Services & Insurance",T1,63.41658342,2124275.724,1,0
EMEA,Agriculture,T1,4.891108891,17181418.58,1,0
Greater China,Web & Tech,T2,171.1428571,186066.9091,1,0
EMEA,Agriculture,T1,2548.611389,15807692.31,0,0
LA,"Business, Engineering & Consumer Services",T3,450.3496503,66009.09091,1,0
EMEA,Agriculture,T5,5753.032967,5444089.624,1,0
Greater China,Manufacturing,T1,18301.6983,66611.78821,1,0
NAMERICA,"Business, Engineering & Consumer Services",T5,222.977023,104705.7263,1,0
NAMERICA,Transportation,T1,4887.922078,6246827.882,0,0
EMEA,Manufacturing,T3,555.5724276,264663.14,0,0
EMEA,Agriculture,T3,12.63736264,168207.8767,1,0
APJ,Energy,T1,332.6673327,308342.1505,0,0
NAMERICA,Manufacturing,T4,2.817182817,216860.1399,1,0
EMEA,Retail,T2,3.81018981,10812427.55,0,0
EMEA,"Business, Engineering & Consumer Services",T5,229.8621379,282878.1219,1,0
NAMERICA,"Banking, Financial Services & Insurance",T4,307.4685315,225530.8482,0,0
EMEA,Agriculture,T1,23.57442557,2288711.289,1,0
NAMERICA,Retail,T5,6234.285714,152231.2897,1,0
NAMERICA,Education,T3,1812.254745,580659.3407,0,0
NAMERICA,Government,T2,557.042957,321852.0729,1,0
EMEA,"Telecom, Media & Entertainment",T1,578.7332667,68661.45455,0,0
Greater China,"Business, Engineering & Consumer Services",T2,3991.108891,387559.3391,1,0
NAMERICA,Agriculture,T5,21.01898102,12557.78323,1,0
NAMERICA,Manufacturing,T5,479.5204795,61437.76224,0,0
APJ,Government,T1,597.6023976,2252779.141,0,0
EMEA,Healthcare & Life Sciences,T1,2592.442557,220501.9401,0,0
NAMERICA,Retail,T2,63.53646354,21470.46168,0,0
NAMERICA,Transportation,T4,6894.785215,272497.5674,0,0
NAMERICA,Government,T5,859.1948052,256661.9401,1,0
NAMERICA,Transportation,T1,2.097902098,211246.9491,1,0
NAMERICA,"Banking, Financial Services & Insurance",T3,682.8671329,742187.009,0,0
NAMERICA,Manufacturing,T5,657.3426573,161145.8442,0,0
EMEA,Agriculture,T3,1335.064935,380769.2308,1,0
NAMERICA,Healthcare & Life Sciences,T1,33786.80519,24686102.7,1,0
NAMERICA,Healthcare & Life Sciences,T1,16.76323676,5886671.13,0,0
NAMERICA,Retail,T1,14345.16384,222141.014,1,0
EMEA,Healthcare & Life Sciences,T1,1036.963037,45749.18082,0,0
APJ,Energy,T1,3430.845155,4914275.325,1,0
CSB,Web & Tech,T5,1.684315684,203311.3576,1,0
APJ,Manufacturing,T2,207532.2348,3250257.59,1,0
EMEA,"Business, Engineering & Consumer Services",T1,191.0709291,4631168.831,1,0
EMEA,Transportation,T1,755.0649351,1133466.533,0,0
LA,Government,T3,1858.241758,130829.5039,1,0
EMEA,"Banking, Financial Services & Insurance",T5,21.57842158,13989.54046,1,0
LA,Manufacturing,T5,130,6995214,1,1
CSB,Manufacturing,T5,29,4628658,1,1
EMEA,Manufacturing,T3,615,364652.465,1,1
NAMERICA,Manufacturing,T4,83,153472.004,1,1
APJ,Manufacturing,T1,2402,578408.754,0,1
EMEA,"Telecom, Media & Entertainment",T1,700,3150000,0,1
EMEA,"Business, Engineering & Consumer Services",T1,2,187092,0,1
CSB,Manufacturing,T5,11,31555,0,1
LA,"Business, Engineering & Consumer Services",T1,71,174469,0,1
APJ,"Business, Engineering & Consumer Services",T5,36,61081,1,1
Greater China,Manufacturing,T1,700,1237349.051,0,1
NAMERICA,"Business, Engineering & Consumer Services",T2,383,603200,1,1
APJ,Agriculture,T5,41800,94601,0,1
EMEA,Healthcare & Life Sciences,T1,5000,3865420.29,0,1
EMEA,Education,T1,3500,5324499.937,1,1
CSB,"Business, Engineering & Consumer Services",T5,3,6085067,0,1
CSB,Manufacturing,T5,30,104968,0,1
EMEA,Healthcare & Life Sciences,T1,10000,88624,0,1
Greater China,Web & Tech,T5,472,3873346,0,1
NAMERICA,Transportation,T1,2,7678700,0,1
NAMERICA,Education,T1,2754,2614400,1,1
APJ,Agriculture,T1,500,692800,0,1
NAMERICA,Transportation,T3,225,481572.291,1,1
CSB,"Business, Engineering & Consumer Services",T5,86,17917,1,1
EMEA,Construction & Real Estate,T1,2070,2042440.126,0,1
EMEA,Healthcare & Life Sciences,T3,1145,41591,1,1
LA,Web & Tech,T3,90,60500,0,1
CSB,Manufacturing,T5,100,3932273,0,1
Greater China,Agriculture,T5,300,135882,1,1
NAMERICA,Manufacturing,T2,125,49836.288,1,1
EMEA,Manufacturing,T3,2465,125599,1,1
CSB,Energy,T5,28,178139,0,1
CSB,Retail,T5,3,123905,0,1
LA,Retail,T1,49334,78069,1,1
NAMERICA,"Business, Engineering & Consumer Services",T5,400,27697.676,0,1
EMEA,Energy,T3,1369,21776,0,1
CSB,Manufacturing,T5,15,2703666,1,1
APJ,Retail,T2,80,1275426,1,1
EMEA,Manufacturing,T1,186,110560,0,1
EMEA,Healthcare & Life Sciences,T1,2888,3612571,0,1
EMEA,Manufacturing,T3,37,12466.272,0,1
CSB,Agriculture,T5,10,140051,1,1
APJ,Agriculture,T5,35,5022118,1,1
CSB,Agriculture,T5,1,149535,0,1
EMEA,Manufacturing,T2,2438,1040000,0,1
Greater China,Healthcare & Life Sciences,T1,2600,173980,0,1
Greater China,"Banking, Financial Services & Insurance",T1,6294,300000,0,1
EMEA,Agriculture,T3,1527,74152,0,1
Greater China,"Banking, Financial Services & Insurance",T1,2000,3137592.874,0,1
Greater China,Manufacturing,T2,3000,28472,0,1
APJ,Web & Tech,T5,10,43688,1,1
NAMERICA,"Banking, Financial Services & Insurance",T5,38,63226.324,1,1
LA,Manufacturing,T3,130,33586.873,0,1
NAMERICA,Web & Tech,T1,1,9230591.502,1,1
EMEA,Manufacturing,T1,671,85908,0,1
EMEA,Web & Tech,T3,325,181706,1,1
CSB,Agriculture,T5,50,63681,1,1
NAMERICA,"Banking, Financial Services & Insurance",T5,51,114658.12,0,1
EMEA,Construction & Real Estate,T5,63,379055,0,1
CSB,Agriculture,T5,27,11879,1,1
NAMERICA,Government,T1,79,10158000,1,1
NAMERICA,Government,T5,42,23882.99,1,1
LA,Retail,T3,90,4453152,1,1
NAMERICA,Healthcare & Life Sciences,T1,2062,1209367,1,1
Greater China,Transportation,T1,60,26400,0,1
EMEA,"Business, Engineering & Consumer Services",T5,1,350000,0,1
Greater China,Web & Tech,T1,350,1977726,1,1
Greater China,Education,T5,3313,66901,1,1
EMEA,Healthcare & Life Sciences,T1,1000,11739800,0,1
NAMERICA,Government,T2,6640,58528.45,0,1
NAMERICA,Government,T2,540,514797.386,1,1
APJ,Manufacturing,T5,34835,141885,0,1
CSB,Retail,T5,120,3190458,0,1
NAMERICA,"Banking, Financial Services & Insurance",T1,453,300000,0,1
NAMERICA,Healthcare & Life Sciences,T1,5800,5784825,1,1
APJ,Energy,T3,6,491500,0,1
LA,Agriculture,T3,200,125647,1,1
EMEA,Education,T3,385,30117.36,0,1
EMEA,Agriculture,T1,282,3347424.896,0,1
NAMERICA,Manufacturing,T3,350,124561.848,1,1
CSB,"Business, Engineering & Consumer Services",T5,6,91779,0,1
LA,Manufacturing,T3,250,90206.49,0,1
EMEA,Retail,T2,26,101545,0,1
APJ,"Telecom, Media & Entertainment",T3,93,52451.96,1,1
NAMERICA,Manufacturing,T5,185,52854.31,0,1
CSB,Retail,T5,31,2881670,0,1
NAMERICA,Energy,T1,91,15673,0,1
NAMERICA,Manufacturing,T5,140,69181.746,1,1
EMEA,Web & Tech,T3,155,514800,0,1
APJ,Retail,T1,3033,1052400,0,1
NAMERICA,Education,T1,1000,5255200,1,1
EMEA,"Business, Engineering & Consumer Services",T1,700,2668643.518,1,1
EMEA,Agriculture,T5,1,1301181,1,1
Greater China,"Banking, Financial Services & Insurance",T1,1000,125482,1,1
NAMERICA,Healthcare & Life Sciences,T1,10684,2473800,0,1
EMEA,Healthcare & Life Sciences,T3,200,343400,0,1
