acct_id,RPTG_SLS_MGMT_LVL_1,DELL_INDUSTRY_TAXONOMY_L1,ORG_USER_DEFINED_VALUE_113,emp_size,buy_power,decision_maker,time_taking
3761,EMEA,"Business, Engineering & Consumer Services",T3,50,15034.883,0,0
3762,APJ,Web & Tech,T2,338,1000300,1,0
3763,APJ,Manufacturing,T1,3160,11136169,0,0
3764,APJ,Manufacturing,T4,407,180766,1,0
3765,NAMERICA,"Business, Engineering & Consumer Services",T1,900,2704495.829,1,0
3766,EMEA,Manufacturing,T1,1165,2362827.501,0,0
3767,APJ,"Banking, Financial Services & Insurance",T1,26,3610000,0,0
3768,CSB,"Business, Engineering & Consumer Services",T5,43,10872,0,0
3769,CSB,Agriculture,T5,50,5936527,1,0
3770,NAMERICA,Manufacturing,T1,3800,1413400,1,0
3771,NAMERICA,Education,T2,499,341600.01,0,0
3772,Greater China,Manufacturing,T2,4188,653294,0,0
3773,Greater China,Web & Tech,T5,300,70920,1,0
3774,Greater China,"Banking, Financial Services & Insurance",T2,20000,189662,1,0
3775,NAMERICA,Agriculture,T4,12,134434,0,0
3776,APJ,Government,T1,7643,2321220.63,0,0
3777,EMEA,"Business, Engineering & Consumer Services",T2,4400,9911400,1,0
3778,EMEA,Agriculture,T1,300,3186900,1,0
3779,Greater China,Web & Tech,T5,102,84870,1,0
3780,EMEA,Agriculture,T5,2,640041,1,0
3781,LA,"Business, Engineering & Consumer Services",T3,737,43050.251,1,0
3782,NAMERICA,Transportation,T5,150,108993,0,0
3783,EMEA,Healthcare & Life Sciences,T1,1000,116562,1,0
3784,NAMERICA,"Business, Engineering & Consumer Services",T3,176,796301,0,0
3785,LA,Retail,T1,1500,1176900,0,0
3786,LA,Transportation,T5,75,41208.16,0,0
3787,EMEA,"Banking, Financial Services & Insurance",T1,7093,2873900,0,0
3788,APJ,"Banking, Financial Services & Insurance",T3,300,152900,1,0
3789,NAMERICA,Manufacturing,T2,200,182400,1,0
3790,EMEA,Education,T3,30,35593.923,0,0
3791,EMEA,Manufacturing,T2,1000,533703.289,0,0
3792,Greater China,Manufacturing,T1,125,34574,0,0
3793,CSB,"Business, Engineering & Consumer Services",T5,18,19184.084,0,0
3794,APJ,Retail,T2,48,111361.604,1,0
3795,Greater China,Web & Tech,T1,100,750030,0,0
3796,CSB,Agriculture,T5,50,118082,1,0
3797,Greater China,Web & Tech,T1,4100,5156983.815,1,0
3798,EMEA,"Banking, Financial Services & Insurance",T5,118,20150.928,0,0
3799,NAMERICA,Energy,T1,91,15673,0,0
3800,Greater China,"Business, Engineering & Consumer Services",T3,500,233328.265,1,0
3801,EMEA,Web & Tech,T1,2,1386100,1,0
3802,NAMERICA,"Business, Engineering & Consumer Services",T1,2,2000353.548,1,0
3803,NAMERICA,Manufacturing,T5,140,69181.746,1,0
3804,NAMERICA,Healthcare & Life Sciences,T1,32,71561900,0,1
3805,CSB,Web & Tech,T5,3,108667,1,0
3806,CSB,"Banking, Financial Services & Insurance",T5,22,85129,1,0
3807,CSB,Agriculture,T5,9957,154287,0,0
3808,CSB,Agriculture,T5,50,40338,1,0
3809,CSB,"Business, Engineering & Consumer Services",T5,20,22046.104,0,0
3810,APJ,"Business, Engineering & Consumer Services",T2,7,1109272.01,1,0
3811,EMEA,"Banking, Financial Services & Insurance",T1,144,178498,0,0
3812,EMEA,Healthcare & Life Sciences,T1,2546,189736,0,0
3813,CSB,Web & Tech,T5,4,7776793,0,0
3814,NAMERICA,Retail,T5,145,89676.284,0,0
3815,APJ,"Business, Engineering & Consumer Services",T2,4973,162881,0,0
3816,NAMERICA,"Business, Engineering & Consumer Services",T3,3,607930,1,0
3817,NAMERICA,Agriculture,T1,779,700300,1,0
3818,NAMERICA,Government,T5,200,41013.991,0,0
3819,CSB,Web & Tech,T5,10,8006590,0,0
3820,APJ,Agriculture,T2,500,1250000,1,0
3821,EMEA,Web & Tech,T5,24,24762.055,0,0
3822,NAMERICA,Web & Tech,T3,40,310400,1,0
3823,CSB,Agriculture,T5,3,35009,1,0
3824,APJ,"Telecom, Media & Entertainment",T2,1841,203527.3,0,0
3825,APJ,"Business, Engineering & Consumer Services",T1,500,466011,0,0
3826,NAMERICA,Energy,T2,8,36189.471,0,0
3827,CSB,Agriculture,T5,15,10164,1,0
3828,NAMERICA,"Business, Engineering & Consumer Services",T1,750,1603244.471,0,0
3829,APJ,Manufacturing,T1,1730,730200,1,0
3830,LA,Energy,T3,200,262500,0,0
3831,Greater China,Manufacturing,T1,12,3601500,1,0
3832,CSB,Web & Tech,T5,5,7628595,0,0
3833,APJ,"Business, Engineering & Consumer Services",T3,105,95958,1,0
3834,EMEA,Agriculture,T5,8,3178072,1,0
3835,EMEA,Manufacturing,T3,779,339580.37,0,0
3836,NAMERICA,Government,T3,200,237949.924,0,0
3837,LA,"Banking, Financial Services & Insurance",T5,30,4998196,0,0
3838,LA,Web & Tech,T2,350,980000,0,0
3839,NAMERICA,Web & Tech,T5,7,7679957,1,0
3840,EMEA,Agriculture,T3,1,28608.765,0,0
3841,EMEA,"Business, Engineering & Consumer Services",T2,4,1100000,1,0
3842,EMEA,"Business, Engineering & Consumer Services",T1,1320,130784,1,0
3843,NAMERICA,Manufacturing,T5,109,33273.581,1,0
3844,NAMERICA,Government,T1,6,306500,1,0
3845,NAMERICA,Manufacturing,T2,2,900200,0,0
3846,Greater China,"Telecom, Media & Entertainment",T1,360,1855457,0,0
3847,NAMERICA,"Banking, Financial Services & Insurance",T1,335,1965000,1,0
3848,NAMERICA,Healthcare & Life Sciences,T5,5,15563.552,1,0
3849,EMEA,Agriculture,T1,30,951900,0,0
3850,EMEA,"Banking, Financial Services & Insurance",T1,40,6841700,1,0
3851,CSB,Agriculture,T5,7,10313.4,0,0
3852,NAMERICA,Education,T1,18707,17802100,1,0
3853,NAMERICA,Healthcare & Life Sciences,T1,2374,2320000,1,0
3854,EMEA,Agriculture,T5,7359,113954,0,0
3855,EMEA,Web & Tech,T3,155,514800,0,0
3856,Greater China,Education,T1,2000,198300,1,0
3857,APJ,Transportation,T3,600,241200,0,0
3858,NAMERICA,"Telecom, Media & Entertainment",T5,276,63397.423,0,0
3859,EMEA,Energy,T2,50,122451,0,0
3860,NAMERICA,Government,T5,1389,155180,1,0
3861,EMEA,Healthcare & Life Sciences,T1,75,1869000,1,0
3862,NAMERICA,Retail,T1,800,91333,0,0
3863,APJ,Education,T3,1,145324.456,1,0
3864,APJ,Agriculture,T5,100,182184,0,0
3865,LA,Healthcare & Life Sciences,T5,46,176672,0,0
3866,EMEA,Manufacturing,T3,440,1387585,1,0
3867,CSB,Agriculture,T5,1,92916,1,0
3868,CSB,"Business, Engineering & Consumer Services",T5,10,12871,0,0
3869,Greater China,Web & Tech,T1,5257,1249600,1,0
3870,APJ,Retail,T1,3033,1052400,0,0
3871,EMEA,"Banking, Financial Services & Insurance",T1,3300,1324061.43,0,0
3872,CSB,Web & Tech,T5,7,746149,0,0
3873,EMEA,"Business, Engineering & Consumer Services",T3,30,70498.91,0,0
3874,NAMERICA,"Business, Engineering & Consumer Services",T1,2130,1573500,1,0
3875,NAMERICA,Education,T5,91,145164.794,1,0
3876,EMEA,Manufacturing,T3,811,1130036.61,0,0
3877,CSB,Agriculture,T5,11,73932,0,0
3878,NAMERICA,Government,T5,156,20700,1,0
3879,CSB,Agriculture,T5,20,33709,0,0
3880,APJ,Healthcare & Life Sciences,T1,50,13744.246,1,0
3881,APJ,Government,T1,9767,415920.217,1,0
3882,EMEA,"Business, Engineering & Consumer Services",T3,66,35182.791,1,0
3883,EMEA,Agriculture,T5,1,116507.105,0,0
3884,CSB,"Telecom, Media & Entertainment",T5,10,6496827,0,0
3885,NAMERICA,"Business, Engineering & Consumer Services",T4,12,241852,0,0
3886,APJ,Education,T5,28,42726,0,0
3887,LA,Manufacturing,T1,4000,1011000,0,0
3888,EMEA,"Business, Engineering & Consumer Services",T3,70,164541,1,0
3889,CSB,"Banking, Financial Services & Insurance",T5,2,7898258,1,0
3890,APJ,Manufacturing,T2,10,229200,1,0
3891,LA,"Business, Engineering & Consumer Services",T1,49621,53248200,1,1
3892,NAMERICA,Government,T1,1,39627243.76,0,1
3893,EMEA,"Business, Engineering & Consumer Services",T3,105,301345.49,0,0
3894,EMEA,Web & Tech,T1,374,1170497.778,1,0
3895,APJ,Government,T1,1500,2400000,1,0
3896,EMEA,"Business, Engineering & Consumer Services",T1,6,526436.144,0,0
3897,APJ,Manufacturing,T1,20803,1120600,0,0
3898,NAMERICA,"Business, Engineering & Consumer Services",T1,20,4669400,1,0
3899,NAMERICA,Government,T3,699,307732.705,1,0
3900,APJ,"Banking, Financial Services & Insurance",T1,3103,720900,1,0
3901,NAMERICA,Manufacturing,T1,400,1955155.78,0,0
3902,NAMERICA,Education,T1,1000,5255200,1,0
3903,NAMERICA,"Business, Engineering & Consumer Services",T4,300,165380.59,1,0
3904,NAMERICA,Government,T1,40000,9746271.501,1,0
3905,NAMERICA,Government,T1,165,8205000,0,0
3906,NAMERICA,Manufacturing,T2,23900,19967800,1,0
3907,EMEA,"Banking, Financial Services & Insurance",T1,670,6366300,0,0
3908,Greater China,Education,T1,500,698800,1,0
3909,NAMERICA,Healthcare & Life Sciences,T1,23639,3175000,0,0
3910,EMEA,"Banking, Financial Services & Insurance",T1,7060,3550000,0,0
3911,EMEA,"Business, Engineering & Consumer Services",T1,2399,974253.671,0,0
3912,NAMERICA,Government,T1,1,15472775.08,1,0
3913,EMEA,Energy,T1,59073,24000000,0,0
3914,LA,Web & Tech,T1,688,22000000,1,0
3915,EMEA,Manufacturing,T1,1079,729100,0,0
3916,APJ,"Business, Engineering & Consumer Services",T1,21155,11697983,0,0
3917,EMEA,"Business, Engineering & Consumer Services",T1,700,2668643.518,1,0
3918,APJ,"Banking, Financial Services & Insurance",T1,8402,8300000,1,0
3919,NAMERICA,Manufacturing,T1,21158,15000000,0,0
3920,Greater China,Web & Tech,T1,5000,692642,1,0
3921,NAMERICA,Education,T1,1658,696200,1,0
3922,EMEA,Healthcare & Life Sciences,T1,3800,2573500,0,0
3923,CSB,"Business, Engineering & Consumer Services",T5,9,124718,0,0
3924,Greater China,Education,T2,2600,836600,1,0
3925,EMEA,Manufacturing,T1,12000,3700000,1,0
3926,NAMERICA,Healthcare & Life Sciences,T3,140,1826457.733,0,0
3927,Greater China,"Banking, Financial Services & Insurance",T1,300,81519,0,0
3928,NAMERICA,"Banking, Financial Services & Insurance",T2,6296,1000200,1,0
3929,CSB,Web & Tech,T5,10,11560.554,1,0
3930,EMEA,Manufacturing,T1,2249,2739700,1,0
3931,APJ,Government,T1,1580,3701956,1,0
3932,NAMERICA,"Business, Engineering & Consumer Services",T4,1,113766,1,0
3933,NAMERICA,"Banking, Financial Services & Insurance",T1,179,62017001.96,1,1
3934,EMEA,"Banking, Financial Services & Insurance",T1,200,318539,0,0
3935,APJ,"Business, Engineering & Consumer Services",T1,421,700000,1,0
3936,CSB,"Business, Engineering & Consumer Services",T5,1,26319,0,0
3937,NAMERICA,"Telecom, Media & Entertainment",T3,60,450958.59,0,0
3938,CSB,Manufacturing,T5,12,190997,0,0
3939,EMEA,Agriculture,T5,1,1301181,1,0
3940,CSB,"Business, Engineering & Consumer Services",T5,62,2869747,0,0
3941,NAMERICA,Agriculture,T3,50,297051,1,0
3942,EMEA,"Business, Engineering & Consumer Services",T3,240,221648.67,0,0
3943,NAMERICA,Education,T1,600,818453.35,0,0
3944,EMEA,"Business, Engineering & Consumer Services",T1,12,420321.263,0,0
3945,EMEA,"Telecom, Media & Entertainment",T1,50,170429,1,0
3946,LA,Education,T1,2000,1250000,1,0
3947,EMEA,Construction & Real Estate,T2,5000,34000000,1,1
3948,NAMERICA,"Telecom, Media & Entertainment",T4,63,122270,0,0
3949,EMEA,Manufacturing,T3,329,344582.268,1,0
3950,APJ,Manufacturing,T3,1394,121384,1,0
3951,Greater China,Manufacturing,T1,467,532876,0,0
3952,NAMERICA,Manufacturing,T1,1696,14412554.22,0,0
3953,NAMERICA,Retail,T1,15000,9000000,0,0
3954,CSB,"Business, Engineering & Consumer Services",T5,9,53001.269,0,0
3955,APJ,Web & Tech,T1,400,1009800,1,0
3956,EMEA,Agriculture,T3,1,27756.15,1,0
3957,NAMERICA,Government,T3,1,308927,0,0
3958,CSB,Web & Tech,T5,5,724768,0,0
3959,APJ,Transportation,T2,2449,1015000,0,0
3960,Greater China,"Banking, Financial Services & Insurance",T1,30,824563.238,1,0
3961,EMEA,Web & Tech,T1,1,1150000,0,0
3962,NAMERICA,Government,T5,86,89280.131,0,0
3963,EMEA,Agriculture,T5,9133,1702375,0,0
3964,EMEA,Web & Tech,T5,223,125947,0,0
3965,EMEA,Education,T1,99,1550000,0,0
3966,APJ,Manufacturing,T3,70,93300,0,0
3967,APJ,"Business, Engineering & Consumer Services",T1,2944,1278509.542,0,0
3968,NAMERICA,Government,T5,60,47370,0,0
3969,APJ,Web & Tech,T1,2697,6195200,1,0
3970,NAMERICA,Government,T1,2000,3385120,1,0
3971,NAMERICA,Education,T1,5460,3828900,1,0
3972,CSB,Agriculture,T5,4,111108,0,0
3973,NAMERICA,Government,T1,1750,3600300,0,0
3974,NAMERICA,Healthcare & Life Sciences,T5,180,54768.612,0,0
3975,Greater China,"Business, Engineering & Consumer Services",T1,12000,609100,0,0
3976,NAMERICA,Manufacturing,T1,11794,6435800,0,0
3977,CSB,"Business, Engineering & Consumer Services",T5,26,21250,0,0
3978,NAMERICA,Education,T1,700,1337363.831,1,0
3979,LA,Agriculture,T1,1000,1191200,0,0
3980,NAMERICA,Education,T1,20433,18546200,1,0
3981,NAMERICA,Healthcare & Life Sciences,T1,18042,19700000,1,0
3982,Greater China,Construction & Real Estate,T1,300,301000,0,0
3983,LA,Manufacturing,T1,80,1419700,1,0
3984,NAMERICA,Education,T1,1033,971771.624,1,0
3985,NAMERICA,Web & Tech,T5,17,62495,0,0
3986,APJ,"Business, Engineering & Consumer Services",T2,8,75488752,0,1
3987,Greater China,Manufacturing,T1,1000,1358100,1,0
3988,Greater China,"Banking, Financial Services & Insurance",T1,1000,125482,1,0
3989,EMEA,Web & Tech,T3,374,196106.97,1,0
3990,EMEA,Education,T1,129,99187,0,0
3991,CSB,Agriculture,T5,45,8582936,0,0
3992,EMEA,"Business, Engineering & Consumer Services",T1,4500,27200659.3,1,0
3993,NAMERICA,Energy,T2,4290,37801900,1,1
3994,CSB,Transportation,T5,13,113408,1,0
3995,Greater China,Web & Tech,T1,100,364475.055,0,0
3996,NAMERICA,"Banking, Financial Services & Insurance",T1,43500,62004784.7,0,1
3997,APJ,Government,T1,1632,2680000,0,0
3998,APJ,"Telecom, Media & Entertainment",T1,5328,2215100,1,0
3999,NAMERICA,Government,T1,1317,1908518,1,0
4000,APJ,"Telecom, Media & Entertainment",T1,23575,16650000,1,0
4001,LA,Government,T1,1000,5250000,0,0
4002,EMEA,"Business, Engineering & Consumer Services",T1,94914,25700000,1,0
4003,NAMERICA,Healthcare & Life Sciences,T1,2,10500900,0,0
4004,CSB,"Business, Engineering & Consumer Services",T5,30,85421,1,0
4005,EMEA,Retail,T5,37,6447879,1,0
4006,EMEA,Manufacturing,T2,15600,3209600,0,0
4007,NAMERICA,Retail,T1,141990,52993500,1,1
4008,APJ,Retail,T1,3595,1004500,0,0
4009,EMEA,Government,T1,21550,13500000,0,0
4010,EMEA,Web & Tech,T1,5729,15400000,0,0
4011,NAMERICA,Healthcare & Life Sciences,T1,22992,13000000,1,0
4012,CSB,"Business, Engineering & Consumer Services",T5,24,83501,1,0
4013,NAMERICA,Healthcare & Life Sciences,T1,10684,2473800,0,0
4014,NAMERICA,"Business, Engineering & Consumer Services",T5,42,57241.937,1,0
4015,EMEA,Agriculture,T5,6615,5701655,0,0
4016,APJ,Education,T1,4443,839562.126,1,0
4017,NAMERICA,Education,T5,100,60400,1,0
4018,EMEA,Retail,T1,2084,325000,0,0
4019,EMEA,"Business, Engineering & Consumer Services",T3,750,300300,0,0
4020,APJ,Retail,T1,300,187400,0,0
4021,EMEA,Education,T5,150,141812,0,0
4022,NAMERICA,Government,T2,741,424413.01,1,0
4023,CSB,Healthcare & Life Sciences,T5,7,87250,0,0
4024,Greater China,Government,T1,200,105600,0,0
4025,APJ,"Business, Engineering & Consumer Services",T1,50,1006900,0,0
4026,EMEA,Construction & Real Estate,T5,1,3990442,0,0
4027,CSB,Web & Tech,T5,1,18565,1,0
4028,EMEA,Agriculture,T3,50,526900,0,0
4029,NAMERICA,Healthcare & Life Sciences,T5,200,778904.121,1,0
4030,LA,Government,T1,6250,565310.93,0,0
4031,EMEA,Agriculture,T3,250,74000,0,0
4032,NAMERICA,Healthcare & Life Sciences,T3,848,358640,1,0
4033,CSB,Agriculture,T5,30,118688,1,0
4034,NAMERICA,Education,T1,900,2074270,1,0
4035,APJ,Manufacturing,T3,5478,121602.001,1,0
4036,EMEA,Retail,T3,64,55777.655,1,0
4037,APJ,Agriculture,T3,1275,6005983,0,0
4038,APJ,"Banking, Financial Services & Insurance",T1,77,1570660,1,0
4039,LA,Government,T1,100,507000,0,0
4040,CSB,Web & Tech,T5,50,39801,1,0
4041,APJ,Education,T1,1,3603115,0,0
4042,EMEA,Healthcare & Life Sciences,T3,200,343400,0,0
4043,NAMERICA,Transportation,T5,12970,97687.725,1,0
4044,CSB,Retail,T5,4,192297,0,0
4045,APJ,Government,T2,1352,40983.465,1,0
4046,NAMERICA,Agriculture,T5,6835,31713,0,0
4047,APJ,Healthcare & Life Sciences,T3,120,118897.97,1,0
4048,LA,Government,T3,400,21875.365,1,0
4049,EMEA,"Business, Engineering & Consumer Services",T1,1454,20240,0,0
4050,LA,Retail,T5,227,8554409,0,0
4051,CSB,"Business, Engineering & Consumer Services",T5,20,129866,0,0
4052,NAMERICA,Retail,T3,20,214793.252,1,0
4053,NAMERICA,Manufacturing,T2,40,465321.825,1,0
4054,CSB,Healthcare & Life Sciences,T5,2,6737180,0,0
4055,CSB,"Business, Engineering & Consumer Services",T5,25,16995,0,0
4056,NAMERICA,Government,T5,1192,96830.501,0,0
4057,LA,"Business, Engineering & Consumer Services",T3,250,201991.527,0,0
4058,NAMERICA,Government,T1,949,619137.26,0,0
4059,CSB,"Business, Engineering & Consumer Services",T5,5,2957658,1,0
4060,APJ,Education,T1,924,500000,0,0
4061,NAMERICA,Retail,T4,136,244765,1,0
4062,EMEA,"Business, Engineering & Consumer Services",T5,15,58100,1,0
4063,APJ,"Banking, Financial Services & Insurance",T3,600,387945.729,0,0
4064,NAMERICA,Education,T1,5000,230000,0,0
4065,APJ,"Business, Engineering & Consumer Services",T1,721,720902.59,0,0
4066,APJ,Manufacturing,T3,662,33524.585,0,0
4067,Greater China,"Business, Engineering & Consumer Services",T1,594,1463700,1,0
4068,Greater China,Education,T1,2,97977,1,0
4069,NAMERICA,Government,T4,220,220140,1,0
4070,APJ,Manufacturing,T5,2,8364897,0,0
4071,NAMERICA,Manufacturing,T1,11400,1829500,1,0
4072,EMEA,Retail,T3,116,32752,1,0
4073,CSB,Retail,T5,6,32605,0,0
4074,EMEA,Web & Tech,T1,9099,14827,1,0
4075,CSB,"Business, Engineering & Consumer Services",T5,36,193340,1,0
4076,NAMERICA,Government,T5,60,50470,1,0
4077,CSB,Agriculture,T5,30,81653,1,0
4078,APJ,"Business, Engineering & Consumer Services",T1,320,1150000,0,0
4079,EMEA,Agriculture,T5,65,90553.513,0,0
4080,EMEA,"Banking, Financial Services & Insurance",T3,1361,48198.91,1,0
4081,EMEA,Government,T1,851,105500,1,0
4082,APJ,Manufacturing,T4,141,421261,0,0
4083,APJ,Manufacturing,T3,998,180519.11,0,0
4084,CSB,Construction & Real Estate,T5,10,4298772,1,0
4085,NAMERICA,Web & Tech,T3,160,339199,1,0
4086,EMEA,Transportation,T3,13,196500,0,0
4087,NAMERICA,Government,T5,10,96821,0,0
4088,EMEA,Transportation,T3,18,488661.395,1,0
4089,NAMERICA,Government,T5,279,29315.001,0,0
4090,NAMERICA,"Business, Engineering & Consumer Services",T2,1751,52795.538,0,0
4091,EMEA,Manufacturing,T5,348,53760,1,0
4092,EMEA,"Banking, Financial Services & Insurance",T5,8492,136014.38,1,0
4093,Greater China,Web & Tech,T1,36,906136,1,0
4094,NAMERICA,Education,T2,1,464600,1,0
4095,EMEA,Agriculture,T2,1,210000,0,0
4096,NAMERICA,"Telecom, Media & Entertainment",T1,1,791400,0,0
4097,LA,Agriculture,T3,45,178378,0,0
4098,CSB,Manufacturing,T5,16,5101245,0,0
4099,CSB,"Business, Engineering & Consumer Services",T5,1,48739,1,0
4100,Greater China,"Business, Engineering & Consumer Services",T2,200,160000,0,0
4101,NAMERICA,"Telecom, Media & Entertainment",T1,260,110956,0,0
4102,EMEA,Retail,T5,930,38871,0,0
4103,CSB,Agriculture,T5,70,183306,0,0
4104,Greater China,Agriculture,T1,100,132506,1,0
4105,EMEA,"Business, Engineering & Consumer Services",T5,694,2999137,0,0
4106,CSB,"Business, Engineering & Consumer Services",T5,1,170421,0,0
4107,Greater China,"Banking, Financial Services & Insurance",T2,2500,1030030,1,0
4108,LA,Agriculture,T5,1300,1896003,1,0
4109,CSB,Manufacturing,T5,10,7258404,1,0
4110,NAMERICA,Education,T1,81229,2827000,1,0
4111,LA,Government,T3,250,186100,0,0
4112,CSB,"Business, Engineering & Consumer Services",T5,5,14298,1,0
4113,EMEA,Transportation,T3,4083,185327,1,0
4114,NAMERICA,Manufacturing,T1,100,1859700.1,0,0
4115,APJ,Agriculture,T5,5000,7725659,0,0
4116,NAMERICA,Retail,T2,207,217140.788,1,0
4117,NAMERICA,"Banking, Financial Services & Insurance",T1,104,364938,1,0
4118,APJ,Government,T1,800,36780.361,1,0
4119,NAMERICA,Education,T3,300,362500,0,0
4120,NAMERICA,Manufacturing,T1,15150,5114300,1,0
4121,NAMERICA,Manufacturing,T1,158633,90320.82,0,0
4122,CSB,Agriculture,T5,35,28439,0,0
4123,Greater China,Manufacturing,T1,9577,1325670,1,0
4124,LA,Manufacturing,T3,20,284300,1,0
4125,EMEA,Construction & Real Estate,T3,150,51356.87,1,0
4126,NAMERICA,Agriculture,T5,4,7540374,0,0
4127,EMEA,"Business, Engineering & Consumer Services",T1,1148,2537486,0,0
4128,LA,Government,T3,700,398500,1,0
4129,NAMERICA,Education,T5,8,38399.999,1,0
4130,Greater China,Healthcare & Life Sciences,T2,101,578382,1,0
4131,EMEA,Web & Tech,T1,49,120001,1,0
4132,NAMERICA,Education,T2,1700,1439600,1,0
4133,NAMERICA,Retail,T3,20,50966.579,0,0
4134,CSB,Retail,T5,89,155128,1,0
4135,NAMERICA,Manufacturing,T1,500,1265200,0,0
4136,Greater China,Manufacturing,T1,100,42721,0,0
4137,Greater China,Education,T3,2200,192679,1,0
4138,NAMERICA,Healthcare & Life Sciences,T1,6506,9587866.849,0,0
4139,CSB,Web & Tech,T5,34,80594,1,0
4140,Greater China,Web & Tech,T2,121,198531,1,0
4141,CSB,Manufacturing,T5,70,14071,0,0
4142,EMEA,Manufacturing,T3,425,117377.415,1,0
4143,Greater China,Government,T1,625,482600,1,0
4144,EMEA,Retail,T2,127,95005,0,0
4145,CSB,"Banking, Financial Services & Insurance",T5,81,77142.1,1,0
4146,APJ,Transportation,T1,100,6277819,0,0
4147,NAMERICA,"Telecom, Media & Entertainment",T2,460,128447,0,0
4148,NAMERICA,Education,T1,1697,3898900,0,0
4149,EMEA,"Business, Engineering & Consumer Services",T2,1846,547021,1,0
4150,NAMERICA,Web & Tech,T1,15000,87913,1,0
4151,EMEA,Web & Tech,T5,2,2303443,1,0
4152,NAMERICA,Manufacturing,T5,130,79290.534,0,0
4153,EMEA,Manufacturing,T5,76,6521820,0,0
4154,EMEA,Agriculture,T5,8294,71015.805,1,0
4155,EMEA,Manufacturing,T3,3654,167298.95,0,0
4156,NAMERICA,"Business, Engineering & Consumer Services",T5,6,24993.272,1,0
4157,APJ,Web & Tech,T1,16,2085000,1,0
4158,NAMERICA,Retail,T2,1534,11172900,1,0
4159,LA,Government,T1,1300,2628000,0,0
4160,NAMERICA,Healthcare & Life Sciences,T1,6621,3709900,1,0
4161,NAMERICA,"Business, Engineering & Consumer Services",T1,9811,11382645.95,0,0
4162,NAMERICA,Government,T5,496,136730,1,0
4163,APJ,Manufacturing,T1,600,221100,0,0
4164,NAMERICA,Web & Tech,T3,850,321854.018,1,0
4165,Greater China,Manufacturing,T2,500,747200,0,0
4166,NAMERICA,Web & Tech,T5,175,73230.308,1,0
4167,CSB,"Business, Engineering & Consumer Services",T5,6,16242.895,1,0
4168,NAMERICA,Government,T4,2063,314208.494,0,0
4169,NAMERICA,Manufacturing,T5,80,83037,0,0
4170,EMEA,Energy,T1,134,7341592,0,0
4171,NAMERICA,Healthcare & Life Sciences,T1,26000,42363847,1,1
4172,NAMERICA,Healthcare & Life Sciences,T5,120,47853.881,1,0
4173,EMEA,Manufacturing,T5,3,16100,1,0
4174,APJ,"Business, Engineering & Consumer Services",T5,9681,846933.193,1,0
4175,EMEA,"Business, Engineering & Consumer Services",T3,161,256359.208,0,0
4176,LA,Agriculture,T1,4501,948700,1,0
4177,NAMERICA,Retail,T3,40,699459.043,0,0
4178,Greater China,Manufacturing,T1,3000,713648,0,0
4179,EMEA,"Banking, Financial Services & Insurance",T1,32245,186665,0,0
4180,APJ,"Business, Engineering & Consumer Services",T1,990,1120000,0,0
4181,NAMERICA,Government,T5,69,11241.8,1,0
4182,Greater China,"Business, Engineering & Consumer Services",T1,111,165440,1,0
4183,NAMERICA,"Telecom, Media & Entertainment",T2,17,3184921,0,0
4184,CSB,"Business, Engineering & Consumer Services",T5,5,536138,0,0
4185,APJ,Manufacturing,T1,1,70334.407,1,0
4186,EMEA,"Business, Engineering & Consumer Services",T1,2000,90997,1,0
4187,Greater China,"Banking, Financial Services & Insurance",T1,15,8273244.86,1,0
4188,EMEA,"Business, Engineering & Consumer Services",T3,250,110000,1,0
4189,NAMERICA,Government,T3,44,330501.128,1,0
4190,Greater China,Education,T3,210,28236.009,1,0
4191,NAMERICA,Education,T4,88,51799.065,1,0
4192,EMEA,Agriculture,T2,7437,1504800,0,0
4193,LA,Government,T5,400,7069483,0,0
4194,CSB,Education,T5,6,17028,1,0
4195,APJ,Education,T5,20,53862,1,0
4196,Greater China,Construction & Real Estate,T1,1000,35313,1,0
4197,NAMERICA,Energy,T2,2477,1204100,1,0
4198,CSB,Retail,T5,10,46169,1,0
4199,APJ,Web & Tech,T3,79,22300,0,0
4200,EMEA,"Business, Engineering & Consumer Services",T3,153,104563.985,0,0
4201,NAMERICA,Agriculture,T3,4939,704645,1,0
4202,EMEA,Retail,T1,1,4855400,1,0
4203,APJ,"Banking, Financial Services & Insurance",T2,668,525970.895,1,0
4204,Greater China,"Business, Engineering & Consumer Services",T1,4552,385400,1,0
4205,APJ,Retail,T5,20,29394,0,0
4206,APJ,"Banking, Financial Services & Insurance",T1,2520,3499100.388,0,0
4207,Greater China,Web & Tech,T1,3479,4639105,1,0
4208,LA,Manufacturing,T2,100,114214.532,1,0
4209,NAMERICA,"Banking, Financial Services & Insurance",T3,1916,1221224,1,0
4210,LA,Government,T2,3600000,1950000,1,0
4211,APJ,Manufacturing,T3,183,3024089,0,0
4212,EMEA,Education,T5,43,27284.64,0,0
4213,NAMERICA,"Business, Engineering & Consumer Services",T5,38,78448.246,1,0
4214,NAMERICA,Manufacturing,T4,350,298500,0,0
4215,NAMERICA,Energy,T5,127,91290.78,0,0
4216,APJ,Government,T2,4864,785090.565,1,0
4217,CSB,"Business, Engineering & Consumer Services",T5,2,8648341,1,0
4218,CSB,"Business, Engineering & Consumer Services",T5,102,99378.586,0,0
4219,APJ,Transportation,T3,19177,176769.898,0,0
